Description,Extracted
topsoil,soil
gravelmediumclaybandswatersupply,gravel water clay
claygravel,gravel clay
claysandy,sand clay
claybrownsilty,silty clay
clay20verysiltyandsandyfinesandgravel80upto20mmlightbrown,gravel sand silty clay
claylightbrowntraceofgravelto12mm,gravel clay
claylightbrown,clay
clay40lightbrowngravel60upto40mm,gravel clay
gravel5013to2mm20210mm301040mmbrowntraceofblackred,gravel
claylightbrown,clay
gravel5013to2mm30219mm101030mmclay10lightbrownclaygravelareseparate,gravel clay
gravel13to2mm30210mm201050mmlightbrown,gravel
gravel3013to2mm50212mm201260mmlightbrownsomeblackredtraceofclay,gravel clay
gravel4013to2mm40212mm2012130x70x40mmlightbrownsomeblackredtraceofclay,gravel clay
gravel3013to2mm40212mm301290x60x40mmlightbrownsomeblackred,gravel
gravel5013to2mm30210mm201060mmlightbrown,gravel
gravel30132mm30212mm401290x80x50mmlightbrowntraceofclay2628m,gravel clay
gravel30132mm40210mm301030mmlightbrown,gravel
gravel30132mm30212mm4012100x60x40mm10softfinegrainedsandstonepalebrowntowhitishoverallcolourlightbrown,gravel sandstone
conglomeratepalebrowntowhitishpebblesupto20mm,pebbles conglomerate
shalelightgreyweatheredsoft,shale
shalelightgreyhard,shale
mudstonepalebrownweatheredfairlysoft,mudstone
mudstoneverylightbrownbrownweatheredfairlysoft,mudstone
mudstonepalegreytowhitishweatheredsomefairlyhard,mudstone
gravelmediumwatersupply,gravel water
claylightbrown,clay
gravelmediumwatersupply,gravel water
claylightbrown,clay
soakage,
claywaterbearingsandfinebands,sand water clay
clayredgrey,clay
claygravel,gravel clay
claygrey,clay
sandmediumwaterbearinggravelclaybands,water sand clay gravel
gravelclaybandswatersupply,gravel water clay
shalegrey,shale
claybands,sand clay
gravellargeclaybandswaterbearing,gravel water clay
claygrey,clay
claygrey,clay
gravellargeclaybandswaterbearing,gravel water clay
claylightgreybrownsilty,silty clay
claylighttomedgrey,rhyolite clay
claylightbrownsilty,silty clay
claylightbrownsandyfinegravel10upto30mm,gravel sand clay
clay20lightbrownsand50finetocoarsegravel30upto30mm,gravel sand clay
gravel2013to2mm50210mm301030mmclay2lightbrown,gravel clay
gravel40fineto2mm4028mm20830mmtracelightbrownclayoverallcolourlightbrown,gravel clay
gravel3012to2mm4026mm30620mmlightbrown,gravel
gravel3013to2mm4028mm30830mmlightbrown,gravel
gravel3013to2mm40210mm301040mmclay2lightbrownoverallcolourlightbrown,gravel clay
claydarkbrownwithpinktinge,clay
claydarkgreybluebreaksupintosharpangularfragments,clay
gravel10fineto2mm20210mm201060mmdirtygreybrowntinge,gravel
clay80lightbrownyellowbrownbrownwithpinktingesandgravel20upto40mm,gravel sand clay
gravel7012mm302520mmtraceofbrownclayoverallcolourlightbrown,gravel clay
gravel3012mm5024mm20430mmtraceofclaybrownwithpinktingeoverallcolourlightbrown,gravel clay
gravel303012mm5025mm20560mmclay4greypinklightyellowbrownlightbrownoverallcolourlightbrown,gravel clay
gravel30125mm402510mm3010100x90x60mmclay1greypinkoverallcolourlightbrown,gravel clay
gravel2012mm40210mm401090x50x50mmtraceofclaylightbrownoverallcolourdirtygreybrown,gravel clay
gravel2012mm40210mm401060mmclay2lightbrownoverallcolourlightbrown,gravel clay
clay70lightbrowngravel30upto110x80x50mmoverallcolourlightbrown,gravel clay
gravelasfor2627,gravel
gravel20122mm50210mm301060mmtraceofclaydirtylightgreybrown,gravel clay
claylightbrownsomegreysilty,silty clay
claybrownsomewhite,clay
sand80fineto125mm201258mmtraceofclaylightbrown,sand clay
claybrownsomewhite,clay
claybrownsomewhiteextremelysandyfinetocoarse,sand clay
clay90pinkbrownyellowbrownlightgreycoarsesandfinegravel10theclayseemtobeseparatefromthesandgravel,gravel sand clay
claylightbrownpinktingesandyfinesomesiltysecretions3637m,silty sand clay
claymediumbrownslightlysandyfine,sand clay
claymedbrownextremelysandycoarsetraceofgravelto15mm,gravel sand clay
sandmost115mmlightbrown,sand
claymedbrown,clay
sandmost115mmlightbrown,sand
sand90115mm101550mmlightbrown,sand
claylightbrownextremelysiltylightbrownpinktinge,silty clay
claylightbrownpinktinge,clay
claylightbrownextremelysandyfine,sand clay
claylightbrowntracesofangularconcretionslightincolour,clay
claylighttomedbrowntraceslightgreysomewhitishconcretions,clay
claybrownsomegrey,clay
claybrownsomegreyextremelysandyveryfineto15mm,sand clay
claydarkgreyextremelysandyveryfine,sand clay
sandsiltyupto1mmclayey,silty sand clay
claydarkgreybandofcoarsegravelat645m,gravel clay
clayverylightbrownsomelightgrey,clay
claypalegreytracesofblackcarbonaceouswoodsandycoarsesomefinegravel,sand gravel wood carbonaceous clay
claypalegreyafewpiecesthatlooklikeweatheredsandstonetraceofcoarsegravelto50mm,gravel sandstone clay
sand90fineto34mm103410mmlightyellowbrown,sand
nosample,
claylightgreysilty,silty clay
shalelightgreytraceofblacksoftweathered,shale
nosample,
conglomeratelightyellowbrownwhitishweatheredtraceofblackcarbonaceousmaterial,carbonaceous conglomerate
nosample,
gravel70122mm30210mmlightyellowbrownprobablybrokenupsandstone,gravel sandstone
clay70lightyellowbrowngravel30upto40mm,gravel clay
conglomerateweatheredsoftpalegreysomewhitetraceoflightgreybrownshale,shale conglomerate
nosample,
rockdecomposedsomehardbands,rock
claydarkgrey,clay
bedrock,rock
claygrey,clay
gravellargeclaybandswatersupply,gravel water clay
claygrey,clay
claysandfinebands,sand clay
claylightbrown,clay
rockdecomposedsomehardbands,rock
claygrey,clay
clay,clay
slategrey,slate
sandmediumclaybandswaterbearing,sand water clay
topsoil,soil
clayredgrey,clay
claywaterbearingsandfinesmallbands,sand water clay
sandfineclaybandswaterbearing,sand water clay
gravelmediumclaybandswaterbearing,gravel water clay
claywaterbearingsandfinebands,sand water clay
sandgravelstonessomeclaybands,gravel sand stones clay
basaltweatheredveryhard,basalt
sandwatersupply,sand water
claystickysandy,sand clay
claysandyrockwhite,sand rock clay
claysandy,sand clay
claystickysandy,sand clay
sandsomesmallclaybands,sand clay
claygreysandy,sand clay
clay,clay
claylightbrownsilty,silty clay
claydarkbrownsomewhite,clay
claydarkbrownsomewhitishnodules,clay
claybrownwithredtingetraceofwhite,clay
claylightbrowntobrownfinesandy,sand clay
claylightbrowntobrowntraceoflightgreysilty,silty clay
claybrowntraceofwhite,clay
claylightbrowntraceofwhite,clay
claylightbrowntobrownfinetomediumsandytraceofgravel,gravel sand clay
gravelclaygravel80upto100mmx50mmx40mmandclay20lightbrown,gravel clay
gravel30032mm4028mm30860mmlightbrown,gravel
sandgravelclaysandandgravel90upto80mmx60mmx50mmandclay10lightbrown,gravel sand clay
gravel30fineto2mm50210mm201040mmtraceofclaylightbrown,gravel clay
sandclaysand400515mm101535mmverylightbrownandclay50lightbrowntobrownsomelightgreythesandandclayareseparate,sand clay
sand90fineto15mm101512mmtraceofclaylightbrown,sand clay
sandclaysand60032mm10235mmlightbrownandclay30browntheclayandsandareseparate,sand clay
claysandclay70brownandsand250315mm51535mmlightbrowntheclayandsandareseparate,sand clay
sand900315mm101535mmverylightbrown,sand
sandclaysand80032mm10235mmverylightbrownandclay10lightgreysomelightbrowntheclayandsandareseparate,sand clay
claydarkishbrowntracecoarsesand,sand clay
clay,clay
mudstonelightyellowmostofithasbeenbrokenupintoaclay,mudstone clay
volcanicrockweatheredbutsomehardfragmentslightgreybrowngreenishtinge,rock volcanic
claygreystickysandy,sand clay
clayyellowsandy,sand clay
claystickysandy,sand clay
topsoilblack,soil
sandsomeclaybandswatersupply,sand water clay
claysandy,sand clay
claystickysandy,sand clay
claysandy,sand clay
basaltdecomposed,basalt
topsoilblack,soil
claystickysandy,sand clay
soilblackclayey,soil clay
clay,clay
claydarkbrownsomenodulesofwhitishlightbrownmaterial,clay
clay,clay
claydarkbrowncoarsesandy,sand clay
claygravelclay90darkbrownandgravel10upto12mmsomeconcretionsasfor34m,gravel clay
claydarkbrownslightlycoarsesandy,sand clay
claydarkbrowntraceofwhite,clay
claydarkbrownsomewhitishconcretions,clay
claylightbrownsilty,silty clay
claydarkbrownverysandyverycoarse,sand clay
claybrownsomewhitishconcretions,clay
claybrowntodarkbrownfinesandy,sand clay
basaltblackslightgreentingehardchips,basalt
basaltsomeweatheredwhitishtraceofpinksomefreshblack,basalt
claygreysandy,sand clay
basaltdecomposedcored,basalt
sandclayboundgravel,gravel sand clay
basaltbands,sand basalt
basaltbands,sand basalt
claygreysandysomehardbands,sand clay
sandclayboundgravel,gravel sand clay
topsoilblack,soil
clay,clay
basaltdecomposedcored,basalt
claysandy,sand clay
claystickysandy,sand clay
soil,soil
clay,clay
claygravelclay80brownandgravel20upto15mm,gravel clay
claybrowncoarsesandywithatraceofgravel,gravel sand clay
claybrownsandyat89m,sand clay
claylightbrownandlightgreyfinetocoarsesandysomecementedsand,sand cement clay
claylightbrownrobrownsomelightgreyslightlyfinesandy,sand clay
claylightgreyandlightbrowntraceofwhite,clay
claylightbrowntobrownfinesandy,sand clay
claylightbrownsilty,silty clay
sandgravelclaygravel80upto25mmandclay20lightbrown,gravel sand clay
gravelclaygravel80upto70mmx50mmx40mmandclay20lightbrown,gravel clay
sand80032mm20240mmlightbrown,sand
sandasfor2425mplus5claylightbrown,sand clay
claygravelclay90darkbrowntraceofwhiteandgravel10upto15mm,gravel clay
clay,clay
rockweatheredwhitishwithfaintpinkandgreenprobablyaweatheredvolcanic,rock volcanic
claygreysandy,sand clay
claysandy,sand clay
sandclayboundgravel,gravel sand clay
claystickysandy,sand clay
claygreysandy,sand clay
claysandy,sand clay
topsoilblack,soil
mudstone,mudstone
claygreysandybasaltveryhardbands,sand basalt clay
claysandy,sand clay
claysandy,sand clay
claystickysandycored,sand clay
claygreyhardsandy,sand clay
basaltcored,basalt
sandclayboundgravel,gravel sand clay
basaltdecomposed,basalt
sandwatersupply,sand water
claystickysandy,sand clay
claystickysandysandbands,sand clay
clay,clay
soilblackclayey,soil clay
clay,clay
clay,clay
claybrownveryfinesandy,sand clay
sandclaysand80finetocoarseandclay20brown,sand clay
sandsand80032mm20235mmlightbrownandclay5browntheclayandsandareseparate,sand clay
claybrowntraceofwhitefinetocoarsesandy,sand clay
sand70032mm3028mmlightbrown,sand
sandsand90032mm10235mmandclay2brownthesandandclayareseparateverylightbrown,sand clay
gravel30052mm30215mm401570mmx30mmx20mmtraceofclaylightbrown,gravel clay
gravelasfor1718mplus10claylightbrown,gravel clay
gravel40032mm30215mm301550mmx40mmx30mmlightbrown,gravel
gravel40032mm30210mm303060mmx40mmx30mmlightbrown,gravel
gravelgravel40052mm3026mm30620mmandclay5brownoverallcolourlightbrown,gravel clay
claybrowntraceofwhitetraceofgravel,gravel clay
claybrownsilty,silty clay
clay,clay
sandgravelclaysandgravel70upto10mmandclay30brown,gravel sand clay
clay,clay
clay,clay
claydarkbrownwithsomewhitishconcretions,clay
clay,clay
claydarkbrowntraceofgravelto20mmwithsomewhitishconcretions,gravel clay
gravelclaygravel80upto50mmandclay20lightbrownwithgreytinge,gravel clay
claydarkbrownslightlycoarsesandywithsomewhitishconcretions,sand clay
claybrownsmallwhitishconcretionssilty,silty clay
clayextremelyfinetocoarsesandytraceofwhitishconcretions,sand clay
claybrownsomecementedgraveltraceofwhitishconcretions,gravel cement clay
claybrowntraceofwhitishconcretions,clay
claybrownextremelycoarsesandytraceoffinegravel,gravel sand clay
rockprobablybasaltbrokenintochipsblackhard,basalt rock
claysandybasalthardbands,sand basalt clay
sandgravelwatersupplystonessomeclaybands,water sand gravel stones clay
conglomeratecored,conglomerate
claystickysandy,sand clay
sandgravelwatersupply,gravel water sand
claystickysandy,sand clay
claystickysandy,sand clay
claystickysandy,sand clay
conglomerate,conglomerate
claywaterbearing,water clay
sandmediumwaterbearing,sand water
bedrock,rock
clayreddish,clay
claygreysandy,sand clay
claypuggy,clay
sandsmallbands,sand
sandsiltysomeclaybandswaterbearing,water sand silty clay
gravelmediumsomeclaybandswaterbearing,gravel water clay
claylightbrown,clay
claygreypuggy,clay
gravelsomeclaybandswaterbearing,gravel water clay
claygreypuggy,clay
claygreystones,stones clay
claypuggy,clay
graveldrycemented,gravel cement
sandfinewaterbearing,sand water
claybrown,clay
claylightbrown,clay
claylightbrownsandyfine,sand clay
claybrownsomelightgreyvsandyfine,sand clay
claylightgreysomelightbrownverysandyfine,sand clay
claylightbrownsomelightgreysandyfine,sand clay
claylightgrey,clay
clay50lightgreygravel50upto20mm,gravel clay
gravel20122mm40212mm401260x60x50mmlightgreybrownsomeblackred,gravel
gravel30122mm50212mm201280x60x50mmlightgreybrownsomeblackred,gravel
gravelasfor2526plustracelightbrownclay,gravel clay
gravel10122mm50212mm401250mmclay2lightbrowntheclaygravelareseparate,gravel clay
gravel20122mm5028mm30860mmlightbrown,gravel
sand90132mm1028mmlightbrown,sand
claylightbrownverysandycoarsetraceofgravelto20mm,gravel sand clay
claybrown,clay
sandmost122mmlightbrownclay4lightgreythesandandclayareseparate,sand clay
clay60lightbrownsand40most122mmclaysandareseparate,sand clay
claylightbrowntobrown,clay
claylightbrowntobrownsandyveryfine,sand clay
claylightbrowntobrown,clay
claylightbrowntobrownsomewhitishconcretions,clay
claysandyveryfinetraceofgravelto15mm,gravel sand clay
claylightbrowntobrownsomewhitishconcretions,clay
claylightbrowntobrownsilty,silty clay
claylightbrowntobrown,clay
claylightbrownverysandyveryfine,sand clay
sandveryfinearound13mmlightbrown,sand
sandveryfinearound13mmlightbrownclay3,sand clay
gravel30132mm4025mm30530mm,gravel
gravel40132mm5025mm10512mmlightbrown,gravel
gravel30132mm5025mm20515mmlightbrownclay2lightbrownthegravelclayareseparate,gravel clay
claylightbrowntobrownsandycoarse,sand clay
clay80lightgreysomelightbrownsand20coarse,sand clay
claylightbrowntobrowntraceofwhite,clay
claylightbrownsilty,silty clay
claylightbrownsomelightgreysandyfine,sand clay
claylightbrownsandyfine,sand clay
claylightbrownextremelysilty,silty clay
claylightgreyextremelysandyveryfine,sand clay
sand1312mmpaletolightbrownclay5lightbrowntheclaysandareseparate,sand clay
sand1312mmpaletolightbrown,sand
sand901312mm10123mmpalebrown,sand
sand90131mm10125mmpaletolightbrown,sand
clay70lightgreygravel30upto25mm,gravel clay
claylightgreysomecementedsandlightbrown,sand cement clay
gravel30132mm30210mm401050mmclay5lightgreyclayandgravelseparateoverallcolourlightbrown,gravel clay
claylightgrey,clay
gravelfineto2mm5024mm2048mmtraceofclaypalegreybrown,gravel clay
gravel30122mm5024mm2048mmpalegreybrownclay2lightgreytheclaygravelareseparate,gravel clay
claylightgreycoarsesandytraceofgravelto15mm,gravel sand clay
claylightbrownverysandyveryfine,sand clay
gravelsand30around13mm20132mm50220mmclay6lightbrown,gravel sand clay
clay20lightbrownextremelysandyveryfinegravel80upto30mm,gravel sand clay
claylightbrownslightlysandyfinetocoarsetraceofgravel,gravel sand clay
gravel40132mm3026mm30625mm,gravel
gravel20132mm4026mm40625mmclay2lightgreyoverallcolourlightbrown,gravel clay
gravel60132mm2025mm20560x40x30mmlightbrown,gravel
gravel30fineto2mm20210mm401070x50x40mmtraceofgreyclayoverallcolourlightbrowngreytinge,gravel clay
gravel30fineto2mm50210mm201015mmclay3lightbrownoverallcolourlightbrown,gravel clay
gravel10fineto2mm90215mmlightbrown,gravel
gravel30122mm70212mmmax15mmlightbrown,gravel
claylightbrown,clay
claydarkgreyverysilty,silty clay
gravel30fineto2mm30210mm201040mmclay10darkgreyoverallcolourgrey,gravel clay
gravel20fineto2mm40212mm401280x50x40mmlightgreybrown,gravel
claygreysandyveryfine,sand clay
gravel70210mm301030mmclay5greysomebrownsandyfine,gravel sand clay
gravel70210mm301040mmclay3greyoverallcolourlightgrey,gravel clay
gravel20fineto2mm50210mm201020mmclay10lightgreysandyveryfineoverallcolourlightgrey,gravel sand clay
gravel30132mm4026mm30620mmtraceofclaylightgrey,gravel clay
gravel70asfor106107clay30lightgreysiltytheclaygravelareseparate,gravel silty clay
claymedgreysilty,silty clay
gravel40132mmm50212mm101225mmgrey,gravel
gravel70asfor111112clay30greysiltythegravelclayareseparate,gravel silty clay
claymedgreysilty,silty clay
gravel30132mm40210mm201020mclay10medgreyoverallcolourmedgrey,gravel clay
claymedgreysilty,silty clay
claymedgreyextremelysandyfinetocoarsesomecementedsand,sand cement clay
gravel50fineto2mm20210mm101050mmclay10medgreytheclayandgravelareseparate,gravel clay
claymedgreyverysilty,silty clay
clay70medgreyverysilty30gravelupto15mm,gravel silty clay
gravel30fineto2mm40210mm201030mmclay10medgreytheclaygravelareseparateoverallcolourmedgrey,gravel clay
gravelasfor120121clay2,gravel clay
gravel20fine2mm40215mm401550mmclay1medgreyoverallcolourlightgrey,gravel clay
gravel20fineto2mm20215mm301570x50x30mmclay30medgreytheclaygravelareseparateoverallcolourlighttomedgrey,gravel clay
gravel3012to2mm30220mm402070x50x50mmlighttomedgrey,gravel
gravelasfor125127clay1,gravel clay
gravel3012to2mm70212mmmax25mmlighttomedgrey,gravel
gravel2012to2mm40220mm402080x60x50mmlighttomedgrey,gravel
shalelighttodarkgrey,shale
shalelightgreyverybright,shale
sandfinesomeclaybandswaterbearing,sand water clay
shalegrey,shale
claygrey,clay
sandcoarsesomeclaybandswaterbearing,sand water clay
claygreyhardsandy,sand clay
gravelsomelargeclaybandswaterbearing,gravel water clay
gravelcementedsomeclaybandswaterbearing,gravel water cement clay
claygravel,gravel clay
clayreddish,clay
claygrey,clay
claywaterbearing,water clay
gravelsomeclaybandswaterbearing,gravel water clay
clayyellowgrey,clay
gravellargesomeclaybandswaterbearing,gravel water clay
gravelsomeclaybandswaterbearing,gravel water clay
claysilt,silt clay
clayreddish,clay
clayyellowgrey,clay
clayreddish,clay
sandmediumsomeclaybandswaterbearing,sand water clay
claygreyshaley,shale clay
gravelsomeclaybandswaterbearing,gravel water clay
claygravel,gravel clay
gravelmediumsomeclaybandswaterbearing,gravel water clay
topsoil,soil
clayyellowgreysandy,sand clay
claygrey,clay
claygreysomesoftbands,clay
